Ad name,Delivery status,Delivery level,Reach,Impressions,Frequency,Result type,Results,Amount spent (THB),Cost per result,Starts,Ends,Rest ID ,Rest 2,Rest 3,Rest 4,Rest 5
kol-fd_hh-khs_res_5793_kichi-omakase-bangkok,inactive,ad,61,65,1.06557377,,,1.68,,25/06/2025,,5793,,,,
kol-fd_hh-kjt_res_5866_sexy-cow-prime-steak-bangkok,inactive,ad,64,67,1.046875,,,2.33,,25/06/2025,,5866,,,,
kol-fd_hh-kjt_res_5926_krua-kratare-bangkok,inactive,ad,22,23,1.04545455,,,0.33,,25/06/2025,,5926,,,,
kol-fd_hh-dmpk_brn_5939_hotaru-119-omakase-izakaya,not_delivering,ad,7,8,1.14285714,,,0.12,,25/06/2025,,5939,,,,
kol-fd_hh-cvtp_brn_5942_gyu-ya-yakiniku-the-street-ratchada-bangkok-thailand,inactive,ad,27,29,1.07407407,,,0.92,,25/06/2025,,5942,,,,
SRC=HH|COUNTRY=TH|RID=6162|RNAME=BEER_COLLECTION|TYPE=IMG|PLAT=FB|DATE=2025-11-17,inactive,ad,246,281,1.14227642,,,9.21,,25/06/2025,,6162,,,,
kol-fd_hh-snh_brn_6258_brewave-pinklao-bangkok,inactive,ad,65,67,1.03076923,,,2.39,,25/06/2025,,6258,,,,
kol-fd_hh-cvtp_res_902_the-berkeley-dining-room-bangkok-thailand-902,inactive,ad,56,64,1.14285714,,,2.38,,25/06/2025,,,,,,
album_hh_res_grp_hungryhub_line_gift,archived,ad,27,33,1.22222222,,,2.17,,25/06/2025,,~,,,,
album_hh_res_grp_11th-anniversary-with-exclusive-deal,archived,ad,133,175,1.31578947,,,12.37,,25/06/2025,,,,,,
SRC=HH|COUNTRY=TH|RID=MULTI|RNAME=BIG_GROUP_DINING|TYPE=IMG|PLAT=FB|DATE=2025-11-28,active,ad,71,105,1.47887324,,,7.29,,25/06/2025,,,,,,
SRC=HH|RID=MULTI|RNAME=DIY-SET-VDO|PLAT=FB|DATE=2025-11-12,inactive,ad,105,124,1.18095238,,,5.55,,25/06/2025,,,,,,
SRC=HH|RID=MULTI|RNAME=DIY-SET-RESTAURANTS|PLAT=FB|DATE=2025-11-14,inactive,ad,82,94,1.14634146,,,4.93,,25/06/2025,,,,,,
kol-fd_hh-ucd_brn_5683_tham-me-sammakorn-bangkok,inactive,ad,23015,51611,2.24249403,Website purchases,287,1834.74,6.3928223,01/07/2025,31/07/2025,5683,,,,
album_hh_brn_5683_tham-me,inactive,ad,23128,42178,1.82367693,Website purchases,184,914.42,4.96967391,01/07/2025,31/07/2025,5683,,,,
HH Super Brand Day 2025,inactive,ad,12926,20114,1.5560885,Website purchases,92,628.84,6.83521739,01/07/2025,31/07/2025,2025,,,,
HH Super Brand Day 2025,inactive,ad,8687,15498,1.78404512,Website purchases,55,564.45,10.26272727,01/07/2025,31/07/2025,2025,,,,
kol-ls_hh-nbt_brn_5681_tham-me-bantadthong-bangkok,inactive,ad,3560,5785,1.625,Website purchases,36,250.84,6.96777778,01/07/2025,31/07/2025,5681,,,,
Hong Kong Traveller_Copper buffet,inactive,ad,71081,366300,5.15327584,Website purchases,662,45853.54,69.26516616,02/07/2025,,~,,,,
Taiwan Traveller_copper buffet,inactive,ad,128684,607575,4.72144944,Website purchases,430,40359.69,93.85974419,02/07/2025,,~,,,,
Malaysia Traveller_Copper buffet,inactive,ad,329903,997226,3.02278549,Website purchases,204,38782.71,190.1113235,02/07/2025,,~,,,,
America Traveller_Copper buffet,inactive,ad,54701,201250,3.67909179,Website purchases,158,51036.82,323.0178481,02/07/2025,,~,,,,
Singapore Traveller_copper buffet,inactive,ad,49078,223318,4.55026692,Website purchases,145,41623.03,287.0553793,02/07/2025,,~,,,,
England Traveller_Copper buffet,inactive,ad,31764,136916,4.31041431,Website purchases,97,20713.53,213.5415464,02/07/2025,,~,,,,
kol-pfd_hh-fdn_res_4141_lyon-french-cuisine-bangkok,inactive,ad,40390,77156,1.91027482,Website purchases,268,1542.84,5.75686567,03/07/2025,22/07/2025,4141,,,,
album_hh_brn_5625_realpork-korean-pub-grill-groove-at-central-world-bangkok,inactive,ad,36317,68185,1.87749539,Website purchases,230,1496.99,6.50865217,03/07/2025,01/08/2025,5625,,,,
kol-ls_hh-mlt_res_5625_realpork-korean-pub-grill-groove-at-central-world-bangkok,inactive,ad,9080,16199,1.78403084,Website purchases,56,503.01,8.98232143,03/07/2025,01/08/2025,5625,,,,
kol-ls_hh-ltt_res_4141_lyon-french-cuisine-bangkok,inactive,ad,8071,12987,1.60909429,Website purchases,48,457.16,9.52416667,03/07/2025,22/07/2025,4141,,,,
South Korea Traveller_Copper buffet,inactive,ad,99338,244578,2.46207896,Website purchases,89,32221.36,362.0377528,04/07/2025,,~,,,,
South Korea Traveller_Copper buffet_KR language,inactive,ad,51398,105178,2.04634422,Website purchases,26,16431.73,631.9896154,04/07/2025,,~,,,,
South Korea Traveller_Great Harbour_KR language,inactive,ad,32049,66581,2.07747512,Website purchases,23,11313.73,491.9013044,04/07/2025,,~,,,,
South Korea Traveller_Nama Buffet,inactive,ad,119094,202262,1.69833913,Website purchases,19,12854.72,676.5642105,04/07/2025,,~,,,,
South Korea Traveller_great harbour,inactive,ad,18385,34038,1.8514006,Website purchases,16,4698.58,293.66125,04/07/2025,,~,,,,
South Korea Traveller_celadon,inactive,ad,9547,17464,1.82926574,Website purchases,13,2978.79,229.1376923,04/07/2025,,~,,,,
South Korea Traveller_RIB ROOM & BAR Steakhouse,inactive,ad,11946,17767,1.48727608,Website purchases,12,1534.98,127.915,04/07/2025,,~,,,,
South Korea Traveller_celadon_KR language,inactive,ad,15648,28863,1.84451687,Website purchases,9,5524.09,613.7877778,04/07/2025,,~,,,,
South Korea Traveller_Hotaru 119 Omakase_KR Language,inactive,ad,9282,13727,1.47888386,Website purchases,6,1977.76,329.6266667,04/07/2025,,119,,,,
South Korea Traveller_Saneh Jaan,inactive,ad,10944,14882,1.35983187,Website purchases,5,1652.32,330.464,04/07/2025,,~,,,,
South Korea Traveller_Vertigo TOO,inactive,ad,4120,5380,1.30582524,Website purchases,5,664.97,132.994,04/07/2025,,~,,,,
South Korea Traveller_Praya Dining at Praya Palazzo,inactive,ad,7716,11416,1.47952307,Website purchases,4,1163.27,290.8175,04/07/2025,,~,,,,
South Korea Traveller_vertigo rooftop,inactive,ad,2219,4036,1.81883731,Website purchases,3,550.01,183.3366667,04/07/2025,,~,,,,
South Korea Traveller_Saneh Jaan_KR Language,inactive,ad,11677,19481,1.66832234,Website purchases,2,3199.39,1599.695,04/07/2025,,~,,,,
South Korea Traveller_Kwann at Nysa Hotel_KR language,inactive,ad,13126,19972,1.52156026,Website purchases,2,2486.06,1243.03,04/07/2025,,~,,,,
South Korea Traveller_Siam Yacht,inactive,ad,7264,9900,1.36288546,Website purchases,1,1165.86,1165.86,04/07/2025,,~,,,,
South Korea Traveller_Siam Yacht_KR Language,inactive,ad,2967,3742,1.26120661,Website purchases,1,460.09,460.09,04/07/2025,,~,,,,
South Korea Traveller_jim thompson_KR language,inactive,ad,8348,11134,1.33373263,,,1176.07,,04/07/2025,,~,,,,
kol-ls_hh-rhoi_res_4254_ava-brasserie-at-intercontinental-bangkok-sukhumvit,inactive,ad,10005,19826,1.9816092,Website purchases,138,1022.39,7.40862319,16/07/2025,11/09/2025,4254,,,,
vdo_hh_res_4254_ava-brasserie-at-intercontinental-bangkok-sukhumvit,inactive,ad,10252,15802,1.54135778,Website purchases,129,636.62,4.93503876,16/07/2025,11/09/2025,4254,,,,
kol-ls_hh-sou_res_4254_ava-brasserie-at-intercontinental-bangkok-sukhumvit,inactive,ad,4112,7010,1.70476654,Website purchases,42,340.38,8.10428571,16/07/2025,11/09/2025,4254,,,,
click to web_michelin,not_delivering,ad,13006,15429,1.18629863,Link clicks,203,222.08,1.09399015,17/07/2025,31/07/2025,~,,,,
click to web_buffet,not_delivering,ad,5321,6256,1.17571885,Link clicks,161,141.32,0.87776398,17/07/2025,31/07/2025,~,,,,
click to web_izakaya,not_delivering,ad,9772,11284,1.15472779,Link clicks,141,136.89,0.97085106,17/07/2025,31/07/2025,~,,,,
click to web_hotel buffet,not_delivering,ad,3076,3599,1.17002601,Link clicks,100,87.1,0.871,17/07/2025,31/07/2025,~,,,,
click to web_omakase,not_delivering,ad,5357,6121,1.14261714,Link clicks,90,83.16,0.924,17/07/2025,31/07/2025,~,,,,
click to web_fine dining,not_delivering,ad,5469,6028,1.10221247,Link clicks,85,93.98,1.10564706,17/07/2025,31/07/2025,~,,,,
click to web_staycation,not_delivering,ad,5303,5985,1.12860645,Link clicks,72,80.08,1.11222222,17/07/2025,31/07/2025,~,,,,
click to web_rooftop,not_delivering,ad,2385,2591,1.08637317,Link clicks,37,51.59,1.39432432,17/07/2025,31/07/2025,~,,,,
kol-fd_hh-ott_res_220_the-living-room-at-sheraton-grande-sukhumvit-a-luxury-collection-hotel-bangkok-thailand,inactive,ad,42340,90221,2.13086915,Website purchases,731,2792.95,3.82072503,21/07/2025,31/08/2025,220,,,,
kol-tv_hh-mcr_res_2907_cafe22-by-courtyard-by-marriott-north-pattaya-pattaya,inactive,ad,21130,45468,2.15182205,Website purchases,343,1617.44,4.71556851,21/07/2025,20/08/2025,,,,,
kol-fd_hh-ott_res_5kol-fd_hh-ott_res_5359_serina-japanese-teppanyaki-bangkok46_jinshin-omakase-bangkok,inactive,ad,26041,51851,1.99112937,Website purchases,210,948.33,4.51585714,21/07/2025,10/09/2025,,,,,
album_hh_res_2907_cafe22-by-courtyard-by-marriott-north-pattaya-pattaya,inactive,ad,25674,41228,1.60582691,Website purchases,184,976.56,5.3073913,21/07/2025,20/08/2025,,,,,
album_hh_res_1648_rossini-s-at-sheraton-grande-sukhumvit-a-luxury-collection-hotel-bangkok,inactive,ad,18707,32465,1.73544662,Website purchases,150,894.78,5.9652,21/07/2025,31/08/2025,1648,,,,
kol-fd_hh-khs_res_1648_rossini-s-at-sheraton-grande-sukhumvit-a-luxury-collection-hotel-bangkok,inactive,ad,15669,30578,1.95149659,Website purchases,150,802.02,5.3468,21/07/2025,31/08/2025,1648,,,,
kol-ls_hh-sou_res_4669_man-fu-lou-bangkok,inactive,ad,12218,24098,1.9723359,Website purchases,147,824.66,5.60993197,21/07/2025,11/09/2025,4669,,,,
album_hh_res_4669_man-fu-lou-bangkok,inactive,ad,11513,19767,1.71692869,Website purchases,124,584.25,4.71169355,21/07/2025,11/09/2025,4669,,,,
kol-fd_hh-cvtp_res_4669_man-fu-lou-bangkok,inactive,ad,8920,15713,1.76154709,Website purchases,118,591.07,5.0090678,21/07/2025,11/09/2025,4669,,,,
album_hh_res_4975_moxy-bar-restaurant-at-moxy-bangkok-ratchaprasong,inactive,ad,15608,27878,1.78613532,Website purchases,108,499.94,4.62907407,21/07/2025,31/07/2025,4975,,,,
kol-fd_hh-hspz_res_5359_serina-japanese-teppanyaki-bangkok,inactive,ad,10679,18458,1.72843899,Website purchases,92,749.8,8.15,21/07/2025,10/09/2025,5359,,,,
vdo_hh_res_1648_rossini-s-at-sheraton-grande-sukhumvit-a-luxury-collection-hotel-bangkok,inactive,ad,9814,15034,1.53189321,Website purchases,75,508.95,6.786,21/07/2025,31/08/2025,1648,,,,
album_hh_res_5359_serina-japanese-teppanyaki-bangkok,inactive,ad,10127,14665,1.44810902,Website purchases,56,301.67,5.38696429,21/07/2025,10/09/2025,5359,,,,
kol-ls_hh-mlt_res_2907_cafe22-by-courtyard-by-marriott-north-pattaya-pattaya,inactive,ad,4980,8562,1.71927711,Website purchases,42,405.74,9.66047619,21/07/2025,20/08/2025,,,,,
kol-fd_hh-ott_res_565_bai-yun-banyan-tree-bangkok-thailand-565,inactive,ad,81714,183858,2.25001836,Website purchases,954,4503.8,4.72096436,23/07/2025,22/08/2025,565,,,,
kol-fd_hh-dmpk_res_5428_shoko-omakase-bangkok,inactive,ad,23402,47548,2.03179215,Website purchases,260,1774.3,6.82423077,23/07/2025,11/09/2025,5428,,,,
vdo_hh_res_5083_streats-cafe-at-ibis-styles-bangkok-ratchada,inactive,ad,13407,22809,1.70127545,Website purchases,132,733.86,5.55954545,23/07/2025,07/08/2025,5083,,,,
album_hh_res_5428_shoko-omakase-bangkok,inactive,ad,28849,41401,1.43509307,Website purchases,118,692.69,5.87025424,23/07/2025,11/09/2025,5428,,,,
kol-fd_hh-khs_res_5083_streats-cafe-at-ibis-styles-bangkok-ratchada,inactive,ad,17292,27766,1.60571362,Website purchases,89,516.08,5.79865169,23/07/2025,07/08/2025,5083,,,,
kol-ls_hh-sou_res_5428_shoko-omakase-bangkok,inactive,ad,12360,17943,1.45169903,Website purchases,70,528.34,7.54771429,23/07/2025,11/09/2025,5428,,,,
album_hh_res_565_bai-yun-banyan-tree-bangkok-thailand-565,inactive,ad,4105,6034,1.46991474,Website purchases,49,226.95,4.63163265,23/07/2025,22/08/2025,,,,,
kol-fd_hh-cvtp_res_565_bai-yun-banyan-tree-bangkok-thailand-565,not_delivering,ad,1928,3439,1.78371369,Website purchases,35,176.7,5.04857143,23/07/2025,22/08/2025,,,,,
kol-fd_hh-kjt_res_565_bai-yun-banyan-tree-bangkok-thailand-565,inactive,ad,2161,3049,1.41092087,Website purchases,15,92.55,6.17,23/07/2025,22/08/2025,,,,,
kol-ls_hh-sou_res_4141_lyon-french-cuisine-bangkok,inactive,ad,28648,54931,1.91744624,Website purchases,177,1164.15,6.57711864,30/07/2025,31/08/2025,4141,,,,
album_hh_res_6065_sook-samraan-cafe-mookrata-bangkok,inactive,ad,24160,39497,1.6348096,Website purchases,113,787.53,6.96929204,30/07/2025,05/09/2025,6065,,,,
kol-ls_hh-gpm_res_3600_throwback-rooftop-bangkok-at-silom-edge,inactive,ad,7218,13387,1.85466888,Website purchases,109,660.91,6.0633945,30/07/2025,02/10/2025,3600,,,,
kol-ls_hh-rhoi_res_4141_lyon-french-cuisine-bangkok,inactive,ad,10647,19652,1.84577815,Website purchases,104,835.77,8.03625,30/07/2025,31/08/2025,4141,,,,
album_hh_res_3600_throwback-rooftop-bangkok-at-silom-edge,inactive,ad,13880,20368,1.46743516,Website purchases,85,589.09,6.93047059,30/07/2025,02/10/2025,3600,,,,
kol-ls_hh-gpm_res_6065_sook-samraan-cafe-mookrata-bangkok,inactive,ad,12999,25609,1.97007462,Website purchases,84,749.11,8.91797619,30/07/2025,05/09/2025,6065,,,,
kol-fd_hh-cvtp_res_6065_sook-samraan-cafe-mookrata-bangkok,inactive,ad,11161,20934,1.87563838,Website purchases,84,462.38,5.50452381,30/07/2025,05/09/2025,6065,,,,
kol-ls_hh-nbt_res_3600_throwback-rooftop-bangkok-at-silom-edge,inactive,ad,9060,19678,2.17196468,Website purchases,64,749.78,11.7153125,30/07/2025,02/10/2025,3600,,,,
album_hh_res_4975_moxy-bar-restaurant-at-moxy-bangkok-ratchaprasong,inactive,ad,18609,30558,1.64210866,Website purchases,182,846.68,4.65208791,06/08/2025,26/08/2025,4975,,,,
kol-fd_hh-cvtp_res_4975_moxy-bar-restaurant-at-moxy-bangkok-ratchaprasong,inactive,ad,9529,17518,1.83838808,Website purchases,74,692.2,9.35405405,06/08/2025,26/08/2025,4975,,,,
kol-tv_hh-hht_res_4975_moxy-bar-restaurant-at-moxy-bangkok-ratchaprasong,inactive,ad,6262,10829,1.72931971,Website purchases,48,460.95,9.603125,06/08/2025,26/08/2025,4975,,,,
album_hh_res_3596_deja-brew-lifestyle-cafe-at-centara-life-hotel-bangkok-phra-nakhon,inactive,ad,42392,68586,1.6178996,Website purchases,340,2000,5.88235294,07/08/2025,27/08/2025,3596,,,,
album_hh_res_5996_untill-today-coffee-bangkok,inactive,ad,61517,114663,1.86392379,Website purchases,319,1965,6.15987461,07/08/2025,31/08/2025,5996,,,,
album_hh_res_5543_lannua-zaab-in-the-garden-bangkok,inactive,ad,35213,69393,1.97066424,Website purchases,318,1598.87,5.02789308,07/08/2025,25/09/2025,5543,,,,
kol-fd_hh-khs_res_1728_albricias-at-chatrium-residence-sathorn-bangkok-thailand-1728,inactive,ad,16825,37139,2.20736999,Website purchases,195,1475.3,7.56564103,07/08/2025,06/09/2025,,,,,
album_hh_res_5892_ekkaluck-madi-paidi-bangkok,inactive,ad,14248,23082,1.62001684,Website purchases,145,854.27,5.89151724,07/08/2025,24/08/2025,5892,,,,
kol-ls_hh-sou_res_1728_albricias-at-chatrium-residence-sathorn-bangkok-thailand-1728,inactive,ad,17448,30594,1.75343879,Website purchases,104,990.3,9.52211538,07/08/2025,06/09/2025,,,,,
vdo_hh_res_5996_untill-today-coffee-bangkok,inactive,ad,11242,18530,1.64828322,Website purchases,93,534.46,5.74688172,07/08/2025,31/08/2025,5996,,,,
album_hh_res_1728_albricias-at-chatrium-residence-sathorn-bangkok-thailand-1728,inactive,ad,11759,18294,1.55574454,Website purchases,74,531.41,7.18121622,07/08/2025,06/09/2025,,,,,
kol-bt_hh-obb_res_5892_ekkaluck-madi-paidi-bangkok,inactive,ad,6050,9690,1.60165289,Website purchases,43,395.43,9.19604651,07/08/2025,24/08/2025,5892,,,,
kol-ls_hh-gpm_res_5543_lannua-zaab-in-the-garden-bangkok,inactive,ad,7231,12511,1.73018946,Website purchases,27,401.11,14.85592593,07/08/2025,25/09/2025,5543,,,,
kol-fd_hh-kkn_res_5994_samsuan-dessert-dining-bangkok,archived,ad,9,10,1.11111111,,,0.3,,07/08/2025,24/08/2025,5994,,,,
kol-ls_hh-sou_res_3973_fish-club-andaz-pattaya-jomtien-beach-pattaya,inactive,ad,21070,38053,1.80602753,Website purchases,113,845.19,7.47955752,11/08/2025,02/10/2025,3973,,,,
album_hh_res_5994_samsuan-dessert-dining-bangkok,inactive,ad,23332,35574,1.52468712,Website purchases,100,742.12,7.4212,11/08/2025,16/08/2025,5994,,,,
kol-ls_hh-mbga_res_3973_fish-club-andaz-pattaya-jomtien-beach-pattaya,inactive,ad,7388,14773,1.99959394,Website purchases,40,543.95,13.59875,11/08/2025,02/10/2025,3973,,,,
album_hh_res_3973_fish-club-andaz-pattaya-jomtien-beach-pattaya,inactive,ad,11152,17157,1.53846844,Website purchases,40,404.75,10.11875,11/08/2025,02/10/2025,3973,,,,
kol-ls_hh-mlt_res_5994_samsuan-dessert-dining-bangkok,inactive,ad,1900,3105,1.63421053,Website purchases,16,111.11,6.944375,11/08/2025,16/08/2025,5994,,,,
kol-ls_hh-tjk_res_3973_fish-club-andaz-pattaya-jomtien-beach-pattaya,inactive,ad,3734,5868,1.57150509,Website purchases,12,206.05,17.17083333,11/08/2025,02/10/2025,3973,,,,
kol-fd_hh-kkn_res_5994_samsuan-dessert-dining-bangkok,inactive,ad,2638,3882,1.47156937,Website purchases,11,146.71,13.33727273,11/08/2025,16/08/2025,5994,,,,
album_hh_brn_1192_man-ho-chinese-restaurant-at-jw-marriott-hotel-bangkok-thailand,inactive,ad,26430,42896,1.62300416,Website purchases,245,1429.87,5.83620408,14/08/2025,13/09/2025,1192,,,,
kol-fd_hh-ucd_res_1192_man-ho-chinese-restaurant-at-jw-marriott-hotel-bangkok-thailand,inactive,ad,16107,32902,2.04271435,Website purchases,214,990.77,4.62976636,14/08/2025,13/09/2025,1192,,,,
kol-ls_hh-sou_res_5992_wonderful-pearl-cruise-bangkok,inactive,ad,22500,37441,1.66404444,Website purchases,124,833.68,6.72322581,14/08/2025,31/08/2025,5992,,,,
kol-fm_hh-iuapp_brn_1192_man-ho-chinese-restaurant-at-jw-marriott-hotel-bangkok-thailand,inactive,ad,5488,10432,1.90087464,Website purchases,77,579.26,7.52285714,14/08/2025,13/09/2025,1192,,,,
album_hh_res_5992_wonderful-pearl-cruise-bangkok,inactive,ad,9352,13152,1.4063302,Website purchases,61,416.3,6.82459016,14/08/2025,31/08/2025,5992,,,,
kol-fd_hh-ucd_res_1353_kuang-seafood-ratchada-bangkok-thailand,active,ad,352821,993931,2.81709705,Website purchases,"3,225",24393.61,7.56391008,20/08/2025,,1353,,,,
kol-fd_hh-tmd_brn_4089_kunshine-hotpot-asok-bangkok,active,ad,73343,183223,2.49816615,Website purchases,818,6518.13,7.96837408,20/08/2025,,4089,,,,
kol-fd_hh-kjt_res_5836_igniv-bangkok-at-the-st-regis-bangkok-one-michelin-star,active,ad,53395,127918,2.39569248,Website purchases,484,3824.26,7.90136364,20/08/2025,,5836,,,,
SRC=KOL|COUNTRY=TH|RID=6017|RNAME=THE-EMERALD-COFFEE-SHOP-THE-EMERALD-HOTEL-BANGKOK|TYPE=IMG|KOLID=HH-TMD|PLAT=FB,active,ad,46374,126422,2.72613965,Website purchases,450,4178.93,9.28651111,20/08/2025,,6017,,,,
kol-fd_hh-tbf_brn_4598_ruen-petch-suki,active,ad,32437,68340,2.10685328,Website purchases,360,2546.57,7.07380556,20/08/2025,,4598,,,,
kol-fd_hh-hspz_res_4227_korea-house-gold-the-fourth-bangkok,active,ad,21561,43302,2.00834841,Website purchases,335,2344.4,6.99820896,20/08/2025,,4227,,,,
SRC=KOL|RID=6017|RNAME=THE_EMERALD_COFFEE_SHOP__THE_EMERALD_HOTEL|KOLID=HH-RVST|PLAT=FB,active,ad,28144,65318,2.32084991,Website purchases,278,2369.14,8.52208633,20/08/2025,,6017,,,,
album_hh_res_3596_deja-brew-lifestyle-cafe-at-centara-life-hotel-bangkok-phra-nakhon,inactive,ad,33208,49686,1.49620573,Website purchases,271,1451.36,5.35557196,20/08/2025,13/09/2025,3596,,,,
kol-fd_hh-pls_res_1483_praya-kitchen-bangkok-marriott-hotel-the-surawongse,active,ad,21734,43914,2.02052084,Website purchases,206,1619.15,7.85995146,20/08/2025,,1483,,,,
kol-fd_hh-iae_res_370_orchid-cafe-at-sheraton-grande-sukhumvit-a-luxury-collection-hotel-bangkok,inactive,ad,29542,58429,1.97782818,Website purchases,186,2000,10.75268817,20/08/2025,14/10/2025,370,,,,
kol-fd_hh-kjt_res_6281_the-market-5-at-eastin-grand-phayathai-hotel-bangkok,active,ad,15282,38704,2.53265279,Website purchases,183,1445.9,7.9010929,20/08/2025,,,,,,
album_hh_res_370_orchid-cafe-at-sheraton-grande-sukhumvit-a-luxury-collection-hotel-bangkok,inactive,ad,21414,33393,1.55940039,Website purchases,150,1000,6.66666667,20/08/2025,14/10/2025,370,,,,
kol-fd_hh-khs_res_222_rain-tree-cafe-at-the-athenee-hotel-bangkok,active,ad,11214,22234,1.9827002,Website purchases,146,1079.48,7.39369863,20/08/2025,,222,,,,
kol-fd_hh-tmd_res_4749_saneh-jaan-bangkok,active,ad,16755,32605,1.94598627,Website purchases,144,1221.04,8.47944444,20/08/2025,,4749,,,,
kol-pfd_hh-pnpk_res_2451_82-concept-bangkok,inactive,ad,9546,23609,2.47318248,Website purchases,130,1176.24,9.048,20/08/2025,12/09/2025,,,,,
SRC=KOL|COUNTRY=TH|RID=1851|RNAME=NEXT2_CAFE_AT_SHANGRI-LA_HOTEL_BANGKOK|TYPE=IMG|KOLID=HH-IAE|PLAT=FB|DATE=2025-12-04,active,ad,11028,20938,1.89862169,Website purchases,92,801.72,8.71434783,20/08/2025,,1851,,,,
hh-ucd_uncledeng_5214_zaap-classic_fb_15102025,active,ad,9414,19626,2.08476737,Website purchases,88,801.2,9.10454545,20/08/2025,,,,,,
hh-pkg_paigingun_2483_xin-tian-di-crowne-plaza-bangkok-lumpini-park_fb_05102025,active,ad,7795,14174,1.81834509,Website purchases,84,719.38,8.56404762,20/08/2025,,,,,,
album_hh_res_2451_82-concept-bangkok,inactive,ad,9383,15177,1.61749973,Website purchases,73,532.07,7.28863014,20/08/2025,12/09/2025,,,,,
SRC=KOL|RID=6464|RNAME=MUNGKORN_SEAFOOD_X_YOU_HUNT_WE_COOK|KOLID=HH-HMRP|PLAT=FB|DATE=2025-11-13,active,ad,6555,10083,1.5382151,Website purchases,66,483.45,7.325,20/08/2025,,6464,,,,
hh-tbf_thailandbuffet_5214_zaap-classic(all)_fb_17102025,active,ad,5882,10892,1.85175111,Website purchases,62,441.82,7.12612903,20/08/2025,,,,,,
kol-fd_hh-kjt_res_4831_kingston-lounge-at-aira-hotel-bangkok,archived,ad,6745,11846,1.7562639,Website purchases,59,501.97,8.5079661,20/08/2025,,4831,,,,
kol-fd_hh-tbf_res_1353_kuang-seafood-ratchada-bangkok-thailand,active,ad,8651,14583,1.68570108,Website purchases,54,585.3,10.83888889,20/08/2025,,1353,,,,
kol-fd_hh-hmrp_res_4831_kingston-lounge-at-aira-hotel-bangkok,inactive,ad,5580,7697,1.37939068,Website purchases,51,341.92,6.70431373,20/08/2025,,4831,,,,
kol-fd_hh-khs_res_3377_guilty-anantara-siam-bangkok,active,ad,3936,6810,1.73018293,Website purchases,34,282.86,8.31941176,20/08/2025,,3377,,,,
kol-ls_hh-sou_res_3596_deja-brew-lifestyle-cafe-at-centara-life-hotel-bangkok-phra-nakhon,inactive,ad,6219,8950,1.43913813,Website purchases,33,397.08,12.03272727,20/08/2025,13/09/2025,3596,,,,
kol-fd_hh-ott_res_6072_sabio-bangkok,inactive,ad,5331,7024,1.31757644,Website purchases,33,190.29,5.76636364,20/08/2025,,6072,,,,
kol-ls_hh-sou_res_2451_82-concept-bangkok,inactive,ad,3527,6080,1.72384463,Website purchases,27,290.91,10.77444444,20/08/2025,12/09/2025,,,,,
kol-fd_hh-hspz_res_1728_albricias-at-chatrium-residence-sathorn-bangkok-thailand-1728,inactive,ad,1892,2747,1.45190275,Website purchases,26,140.56,5.40615385,20/08/2025,,,,,,
kol-fd_hh-kt_res_3596_deja-brew-lifestyle-cafe-at-centara-life-hotel-bangkok-phra-nakhon,inactive,ad,3264,4420,1.35416667,Website purchases,24,151.55,6.31458333,20/08/2025,13/09/2025,3596,,,,
kol-fd_hh-ucd_res_1353_kuang-seafood-ratchada-bangkok-thailand,inactive,ad,1573,2066,1.31341386,Website purchases,23,63.95,2.78043478,20/08/2025,,1353,,,,
kol-fd_hh-khs_res_3377_guilty-anantara-siam-bangkok,active,ad,2149,3658,1.70218706,Website purchases,23,207.94,9.04086957,20/08/2025,,3377,,,,
kol-fd_hh-hmrp_res_5280_ros-charoen-by-kuang-seafood-pattaya,inactive,ad,4935,8470,1.71631206,Website purchases,21,325.52,15.50095238,20/08/2025,,5280,,,,
kol-fd_hh-hspz_res_6464_mungkorn-seafood-x-you-hunt-we-cook-bangkok,inactive,ad,2649,3157,1.19177048,Website purchases,21,132.29,6.29952381,20/08/2025,,6464,,,,
hh-ucd_uncledeng_6426_salathip-at-shangri-la-bangkok_fb_05102025,active,ad,2344,3907,1.66680887,Website purchases,20,176.05,8.8025,20/08/2025,,,,,,
SRC=KOL|RID=222|RNAME=RAIN_TREE_CAFE_AT_THE_ATHENEE_HOTEL|KOLID=HH-KHS|PLAT=FB,active,ad,1790,2450,1.36871508,Website purchases,18,144.01,8.00055556,20/08/2025,,222,,,,
SRC=KOL|RID=5684|RNAME=PENGYOU_CUISINE__SPECIALTY_BAR_EKKAMAI|KOLID=HH-PLS|PLAT=FB|DATE=2025-10-24,active,ad,2339,3384,1.44677212,Website purchases,18,175.83,9.76833333,20/08/2025,,5684,,,,
kol-fd_hh-khs_res_2434_the-district-grill-room-bar-bangkok-marriott-hotel-sukhumvit,inactive,ad,2422,3107,1.28282411,Website purchases,17,108.68,6.39294118,20/08/2025,,2434,,,,
SRC=KOL|RID=4801|RNAME=CHAROEN_RUNG_RUEANG_INTERNATIONAL_BUFFET_RAMA_2|KOLID=HH-IAE|PLAT=FB,active,ad,2370,3559,1.50168776,Website purchases,15,126.38,8.42533333,20/08/2025,,4801,,,,
