rank,name,restaurant_id,segment,has_marketing,priority_score,priority_tier,recommended_channel,growth_component,booking_demand,ga4_demand,internal_mkt_campaign_responsiveness,campaign_responsiveness,score_growth_norm,delta_growth_norm,booking_volume_norm,revenue_per_booking_norm,booking_consistency_norm,listing_pull_raw,months_cnt,listing_pull_norm,view_to_cart_rate,cart_to_purchase_rate,funnel_depth_raw,funnel_depth_norm,n_campaigns,avg_lift_per_day,avg_roi,n_positive_lift,n_negative_lift,channels_used,best_channel,lift_norm,roi_norm,avg_gmv_per_view,n_months_gmv,ga_campaign_responsiveness,risk_thin_ga_demand_data,risk_inverse_attribution_rs,risk_thin_gmv_data,risk_low_gmv_per_view,is_seasonal,booking_growth_rolling,booking_growth_mom_rolling,booking_growth_yoy_rolling,score_growth_mom,score_growth_yoy
47,The Cafe Mookata Ari,5909,Emerging Opportunities,False,65.35854814612932,"🟠 Activate — untapped, no prior spend",CRM,0.6530523741120338,0.20813289259945825,0.02464219013427437,0.0,0.6938483547925608,0.723679119247908,0.5471122564082224,0.0045045045045045045,0.05472778283287837,0.6330425198259765,111.08333333333333,12.0,0.006367196427403525,0.029257314328582147,0.5384615384615384,0.3347798488083559,0.042917183841145214,,,,,,,,0.0,0.0,30.89849289340927,6.0,0.6938483547925608,False,False,False,False,False,0.8333333333333334,0.8333333333333334,,0.5905769296573818,
48,Ping-Hi-Suk MooKata Gateway Bang Sue,4797,Rising Stars,True,65.33752477534301,🟡 Activate — review channel strategy,CRM,0.778145991451037,0.23428748755116438,0.04540988241239194,0.0,0.3497854077253219,0.8567165482968133,0.6602901561823726,0.010510510510510511,0.06283174097664544,0.7041125368465552,208.71428571428572,21.0,0.011963314517762148,0.06046087154916724,0.9849056603773585,0.615127744846082,0.07885645030702174,1.0,0.0,,0.0,0.0,KOL,KOL,0.0,0.0,53.84254315399716,13.0,0.8744635193133047,False,False,False,False,False,1.0,0.5370370370370371,1.0,0.4462015866116017,0.7913043478260868
49,Napha Emsphere,4621,Rising Stars,False,65.13047688288222,"🟠 Activate — untapped, no prior spend",CRM,0.5717238283779742,0.2810678017843039,0.05252429033608428,0.0,0.6570100143061517,0.5930684857877327,0.5397068422633362,0.016516516516516516,0.07690703670003034,0.837963613892294,1223.9166666666667,23.0,0.07015379889668086,0.04847824606795125,0.42134831460674155,0.2722002871912254,0.0348947817754877,,,,,,,,0.0,0.0,28.17543710636729,13.0,0.6570100143061517,False,False,False,False,False,0.9285714285714286,0.0016908212560385882,0.9285714285714286,0.24808818762389334,0.5500641235195011
50,Cielo Sky Bar & Restaurant Rooftop,3934,Rising Stars,True,64.83226943229293,🔴 Activate — proven marketing response,CRM,0.6346197861320129,0.34442434200341143,0.06645460213683904,0.027,0.3675590844062947,0.7093821818655179,0.5224761925317553,0.25675675675675674,0.11203609165485184,0.6937027060141774,1948.4027777777778,27.0,0.11168068902454409,0.13184588516234808,0.18809472318339102,0.16559518797497386,0.02122851524913398,2.0,0.9,,2.0,0.0,CRM+KOL,CRM,0.045,0.0,54.74178363937831,13.0,0.8783977110157367,False,False,False,False,False,1.118705035971223,0.26903828110176314,1.118705035971223,0.34225783414890154,0.6533467697865204
51,Era-Izaan Ratchaphruek,3319,Emerging Opportunities,False,64.80999155649768,"🟠 Activate — untapped, no prior spend",CRM,0.5960027120422599,0.2547250992274987,0.029902036156711862,0.0,0.7128040057224606,0.6841564090207466,0.4637721665745298,0.0045045045045045045,0.029420685471640885,0.8136569726140155,226.6153846153846,25.0,0.012989389353198074,0.07705363204344874,0.5572687224669604,0.3651826862975557,0.04681468296022565,,,,,,,,0.0,0.0,32.30698323691662,13.0,0.7128040057224606,False,False,False,False,False,1.0,0.49047619047619045,1.0,0.4450892535058768,0.5736645962732919
52,Earw Thai Suki Boran The Crystal SB Ratchapruek,1184,Rising Stars,False,64.80975093689281,"🟠 Activate — untapped, no prior spend",CRM,0.5507773054339948,0.2717100230839504,0.042255769492984284,0.0,0.9016452074391988,0.6122707729810677,0.45853710411338555,0.03003003003003003,0.09312939613212588,0.7725306407743356,814.3214285714286,27.0,0.04667616945918801,0.09749572387176,0.4269005847953216,0.29513864042589694,0.03783536952678056,,,,,,,,0.0,0.0,61.65133719191984,13.0,0.9016452074391988,False,False,False,False,True,0.828125,0.2803030303030303,0.828125,0.37244221427102925,0.5165468741333843
53,Oishi Grand Mega Bangna,4258,Rising Stars,True,64.7138114421063,🔴 Activate — proven marketing response,CRM,0.6743100339544108,0.2974162722953013,0.05496433745364153,0.03,0.3873848354792561,0.7674796703819808,0.5345555793130559,0.09309309309309309,0.09256370630346973,0.7746997438900773,1298.5757575757575,27.0,0.0744331906167969,0.07847758616666278,0.40915848944394884,0.2768861281330344,0.03549548429048616,5.0,1.0,,5.0,0.0,CRM,CRM,0.05,0.0,70.79704660687645,13.0,0.9234620886981402,False,False,False,False,False,1.3513513513513513,0.6775956284153005,1.3513513513513513,0.47344826373154997,0.6658250121529138
54,Hagi Centara Grand at Central Plaza Ladprao Bangkok,3674,Rising Stars,True,64.6162204816847,🔴 Activate — proven marketing response,CRM,0.6284803750262317,0.3275512452627056,0.04916157752665251,0.045,0.41455364806866957,0.7031515922838413,0.5164735491398172,0.07807807807807808,0.13772812333682422,0.8500052567680906,1070.9019607843138,27.0,0.061383134032756005,0.09272008202724476,0.4184439178515008,0.2881543835217984,0.03694002102054901,2.0,1.5,,1.0,1.0,CRM,CRM,0.075,0.0,102.10307904127441,13.0,0.9688841201716738,False,False,False,False,False,1.0520833333333333,0.33210553814002086,1.0520833333333333,0.404493652990887,0.6165457712111944
55,Roof 70,5084,Emerging Opportunities,False,64.5524688929546,"🟠 Activate — untapped, no prior spend",CRM,0.6875434284789818,0.19150637807695572,0.023616336333720508,0.0,0.4821173104434907,0.8149705955063122,0.4964026779379861,0.0045045045045045045,0.03415984228086139,0.598188745302985,244.9,18.0,0.014037447007391958,0.04144548795426705,0.4039408866995074,0.25894272720141126,0.03319522566004906,,,,,,,,0.0,0.0,19.167774776420025,11.0,0.4821173104434907,False,False,False,False,False,1.5,0.4603174603174603,1.5,0.40408180257883375,0.7581027667984189
56,The Continent Hotel Staycation,2773,Rising Stars,False,64.36659707714779,"🟠 Activate — untapped, no prior spend",CRM,0.6393370229960944,0.2345227649540489,0.08796299184094336,0.0,0.31402002861230327,0.8489803604256848,0.32487201685170886,0.0075075075075075074,0.210102618542109,0.5616299212947107,2856.84375,27.0,0.16375170579429937,0.08711536989028539,0.10020090406830738,0.09496669039709858,0.01217427788758734,,,,,,,,0.0,0.0,12.601053285671746,13.0,0.31402002861230327,False,False,False,False,False,1.2,1.2,,0.6928322253109803,
57,Blue Elephant Sathorn,6206,Rising Stars,False,64.24985007500804,"🟠 Activate — untapped, no prior spend",CRM,0.5898470076155709,0.22224927365329128,0.025184389543118503,0.0,0.9860515021459227,0.8549815412815722,0.19214520711656885,0.025525525525525526,0.3476055673507903,0.35919131079281336,301.0833333333333,10.0,0.017257824975400553,0.03321339606974813,0.4083333333333333,0.25828535842789924,0.03311095411083645,,,,,,,,0.0,0.0,144.29259331245711,6.0,0.9860515021459227,False,False,False,False,False,1.222222222222222,1.222222222222222,,0.6977296430613666,
58,Loong Mala,4153,Rising Stars,False,63.80866302162892,"🟠 Activate — untapped, no prior spend",CRM,0.6935581889432414,0.14624899291187865,0.020313668157901053,0.0,0.7396280400572246,0.8014777106127223,0.53167890643902,0.03903903903903904,0.14052056302587088,0.29492402796167255,383.6296296296296,27.0,0.021989304191063003,0.05377486001158525,0.20646319569120286,0.1453878614193558,0.018638032124739103,,,,,,,,0.0,0.0,34.652371953052466,11.0,0.7396280400572246,False,False,False,False,False,1.1666666666666667,1.1666666666666667,,0.6540664680423657,
59,Zaap Classic Lotus’s Sukhaphiban 3,4306,Rising Stars,False,63.76301519663545,"🟠 Activate — untapped, no prior spend",CRM,0.5506168090723881,0.2645940178576327,0.029468190560026426,0.0,0.9048640915593705,0.5695254591933249,0.522253833890983,0.016516516516516516,0.03593544636538267,0.8240225911380377,360.2413793103448,27.0,0.02064871078782667,0.1296065856226668,0.4113737075332349,0.2986668587690076,0.03828767033222618,,,,,,,,0.0,0.0,62.468579532352514,13.0,0.9048640915593705,False,False,False,False,True,0.8529411764705882,0.07575757575757576,0.8529411764705882,0.2552475322177748,0.5169728845411632
60,Banyan Tree Bangkok Staycation,1733,Rising Stars,False,63.507975300342125,"🟠 Activate — untapped, no prior spend",CRM,0.4710803110441759,0.3634296143454002,0.06853815124588576,0.0,0.6105150214592274,0.5232813472628272,0.39277875671619905,0.013513513513513514,0.3751289050652108,0.8182851247347721,2175.808510638298,27.0,0.12471538042595968,0.14744335683482784,0.06240880753415572,0.09642262725442458,0.012360922065811842,,,,,,,,0.0,0.0,25.524337604369002,13.0,0.6105150214592274,False,False,False,False,False,0.4222222222222222,0.4222222222222222,,0.42703718152684844,
61,Tony's Sukhumvit 11,3760,Emerging Opportunities,False,63.43532103467875,"🟠 Activate — untapped, no prior spend",CRM,0.5845484689258306,0.2632812614352828,0.01357211783198374,0.0,0.6623748211731044,0.5992170439581012,0.5625456063774246,0.003003003003003003,0.07580123344454555,0.7977989673357264,221.1851851851852,27.0,0.012678135221956774,0.06932350971198928,0.2246376811594203,0.1625120125804479,0.020833266832324067,,,,,,,,0.0,0.0,28.55581323322685,10.0,0.6623748211731044,False,True,False,False,False,0.8333333333333334,0.8333333333333334,,0.489006456876807,
62,You&I Premium Suki Buffet The Crystal Ratchapruek,1410,Rising Stars,True,63.25524345104042,🔴 Activate — proven marketing response,CRM,0.724311549570472,0.2491098340653574,0.026676279582864892,0.0075,0.3806087267525036,0.8978084925205387,0.4640661351453717,0.021021021021021023,0.060074815488828225,0.742263270034335,162.94117647058823,27.0,0.009339641200604262,0.11859205776173286,0.4931506849315068,0.3433272340635972,0.04401291796512553,2.0,0.25,,1.0,1.0,CRM,CRM,0.0125,0.0,78.55099702323133,13.0,0.9402718168812589,False,False,False,False,False,1.5714285714285714,0.5370370370370371,1.5714285714285714,0.4579367413028312,0.8378003483192824
63,Le Mecier Bangkok,1990,Rising Stars,False,63.12100333427131,"🟠 Activate — untapped, no prior spend",CRM,0.5747493675046285,0.2587987925059506,0.03348976311754976,0.0,0.6888412017167382,0.6494200947899923,0.46274327657658293,0.010510510510510511,0.07921500606612071,0.7694336216063673,756.6206896551724,27.0,0.04336881517244116,0.10231519460395588,0.23875278396436525,0.1841777482202015,0.023610711062658364,,,,,,,,0.0,0.0,30.39917291919937,13.0,0.6888412017167382,False,False,False,False,False,1.0,0.04814814814814816,1.0,0.2708466549969384,0.6107288599280476
64,Benihana at Avani Resort (Pattaya),3367,Rising Stars,False,63.11927192187352,"🟠 Activate — untapped, no prior spend",CRM,0.511903951776795,0.2997208314942118,0.01011712733654638,0.0,0.9341917024320457,0.6273318984119978,0.338762031823991,0.006006006006006006,0.3520624810433728,0.6389989492626587,213.8148148148148,27.0,0.012255672243194316,0.07777585310930192,0.11358574610244988,0.09926178890519069,0.012724889081611561,,,,,,,,0.0,0.0,75.43645180104109,10.0,0.9341917024320457,False,True,False,False,False,0.75,0.75,,0.5119503058556228,
65,Charcoal Tandoor Grill & Mixology,6094,Needs Attention,False,63.10253450494104,"🟠 Activate — untapped, no prior spend",CRM,0.3748322910437927,0.4563466787989081,0.007308134604091959,0.0,0.7846924177396281,0.4143124804928628,0.3156120068701875,0.0,0.5211555959963603,1.0,179.8181818181818,10.0,0.010307015917673742,0.03185035389282103,0.07936507936507936,0.060359189176176026,0.007737760882553314,,,,,,,,0.0,0.0,39.411282402649306,3.0,0.7846924177396281,False,True,False,False,False,0.0,0.0,,0.33811033943123703,
66,Boon Tong Kee The Mall Bangkapi,4499,Rising Stars,False,63.07074461420764,"🟠 Activate — untapped, no prior spend",CRM,0.5298489120413895,0.2669140314495149,0.03924545907902638,0.0,0.9613733905579399,0.5349389490406117,0.5222138565425563,0.028528528528528527,0.029117379435850774,0.822558020691161,386.15384615384613,25.0,0.022133990004431205,0.16314741035856573,0.6239316239316239,0.43961793850240066,0.056356928153621554,,,,,,,,0.0,0.0,95.5017901122395,13.0,0.9613733905579399,False,False,False,False,True,0.7439024390243902,0.10901960784313731,0.7439024390243902,0.26552306216602745,0.4684718326546594
67,Vantage Point QSNCC,3901,Rising Stars,True,62.97671065079773,🔴 Activate — proven marketing response,CRM,0.5291483516680576,0.3665050854293871,0.1141356629637169,0.15,0.4035908440629471,0.559459567082682,0.4836815285461211,0.25075075075075076,0.14945382346144404,0.7378954603021786,3511.815789473684,16.0,0.20129411206394118,0.06520093818612353,0.3072635329272497,0.21043849503079926,0.0269772138634926,1.0,5.0,,1.0,0.0,CRM,CRM,0.25,0.0,39.36976138035665,13.0,0.7839771101573677,False,False,False,False,True,0.7906574394463668,0.028921922355318246,0.7906574394463668,0.27370351658116054,0.49566981422338646
68,Salathip at Shangri-La Bangkok,6426,Rising Stars,False,62.88100633384579,"🟠 Activate — untapped, no prior spend",CRM,0.62037854722597,0.1957209504394648,0.018044361283266728,0.0,0.8533619456366237,0.8194406808047043,0.32178534685786836,0.02252252252252252,0.17100299514710343,0.45137014295441596,330.45454545454544,8.0,0.018941356350224495,0.09188445667125172,0.16167664670658682,0.1337597706924528,0.01714736621630896,,,,,,,,0.0,0.0,49.2854193854653,4.0,0.8533619456366237,False,False,False,False,False,1.0222222222222221,1.0222222222222221,,0.6687256111644345,
69,HUA SENG HONG The Mall Lifestore Bangkapi,4984,Rising Stars,True,62.75529714129798,🔴 Activate — proven marketing response,KOL,0.681929023001137,0.27508805954291066,0.055151642283304124,0.018,0.3655925608011445,0.7422028960918526,0.5915182133650635,0.024024024024024024,0.05633909614801334,0.8285890702963236,253.5,19.0,0.014530391246932877,0.045006275775506546,1.2151394422310757,0.747086175648848,0.09577289331967537,1.0,0.6,,1.0,0.0,KOL,KOL,0.03,0.0,56.95925626194154,13.0,0.8869814020028612,False,False,False,False,False,1.2083333333333333,0.18181818181818174,1.2083333333333333,0.32103282210738016,0.7047042052744119
70,Boon Tong Kee Future Park Rangsit,3085,Rising Stars,False,62.667159636289284,"🟠 Activate — untapped, no prior spend",CRM,0.5339470086554653,0.2602726670420885,0.03343315618182961,0.0,0.9631616595135909,0.5451578781039373,0.5171307044827571,0.02702702702702703,0.04093434222498923,0.7906051785459366,357.5,27.0,0.020491577399520722,0.25574425574425574,0.432421875,0.3617508272977023,0.0463747349641385,,,,,,,,0.0,0.0,97.84636779353436,13.0,0.9631616595135909,False,False,False,False,True,0.7375,0.00967604433077581,0.7375,0.25099987885648,0.48814061054579094
71,Boon Tong Kee Sukhumvit 49,753,Rising Stars,False,62.615148045629944,"🟠 Activate — untapped, no prior spend",CRM,0.5574385829657204,0.27633882283719025,0.031788263093385116,0.0,0.6469957081545065,0.5573933824269711,0.5575063837738442,0.016516516516516516,0.03888004246284501,0.8602273449724338,553.6333333333333,27.0,0.03173376307959344,0.13799747125052683,0.3219895287958115,0.24839270577769762,0.0318427631071768,,,,,,,,0.0,0.0,27.566229322031635,13.0,0.6469957081545065,False,False,False,False,False,0.9,-0.0717592592592593,0.9,0.1906012459243126,0.53167940619854
72,Hangetsu Omakase,4109,Established Players,False,62.60612307146142,"🟠 Activate — untapped, no prior spend",CRM,0.4493023276571395,0.35156683216173684,0.022708756801778866,0.0,0.9366952789699571,0.435540208387092,0.4699455065622107,0.013513513513513514,0.5177434030937216,0.6361280194273832,614.9411764705883,27.0,0.035247873325312984,0.0904438492443084,0.07191961924907457,0.0793293112471681,0.010169640278244746,,,,,,,,0.0,0.0,76.23744420601179,11.0,0.9366952789699571,False,False,False,False,False,0.3333333333333333,0.3333333333333333,,0.3554337719166251,
73,Elementi Rooftop Restaurant and Bar (Rayong),6472,Rising Stars,False,62.44768446639226,"🟠 Activate — untapped, no prior spend",CRM,0.7022944322756912,0.16229695540406677,0.019746381752703948,0.0,0.4216738197424893,0.8366159161257418,0.5008122065006153,0.010510510510510511,0.09387321807703973,0.43310261925583554,393.57142857142856,7.0,0.0225591591351367,0.04827586206896552,0.18796992481203006,0.13209229971480424,0.0169336043702712,,,,,,,,0.0,0.0,16.616351719616823,4.0,0.4216738197424893,False,False,False,False,False,1.0,1.0,,0.6827419030156944,
74,Oishi Eaterium Future Park Rangsit,2002,Rising Stars,True,62.3154825196792,🔴 Activate — proven marketing response,CRM,0.5535629678383551,0.3287687800489731,0.052825500374081,0.12,0.4701402002861231,0.5806763408468746,0.5128929083255759,0.13063063063063063,0.06539605564287093,0.856325703679532,722.375,27.0,0.0414058831439966,0.22153486762415642,0.6875610232376489,0.501150560992252,0.0642451176041654,2.0,4.0,,2.0,0.0,CRM,CRM,0.2,0.0,238.91043993977297,13.0,0.9953505007153076,False,False,False,False,False,0.8859649122807017,0.17203427203427202,0.8859649122807017,0.2817037480606426,0.5187747160537054
75,Katsuya Mega Bangna,3261,Emerging Opportunities,False,62.15565664950682,"🟠 Activate — untapped, no prior spend",CRM,0.6391643826081304,0.23737125573899284,0.02523141282214637,0.0,0.2836194563662375,0.7313991666798071,0.5008122065006153,0.006006006006006006,0.020852289960570217,0.7623772211613979,174.66666666666666,27.0,0.010011735717807793,0.04580152671755725,0.49537037037037035,0.3155428329092451,0.04045108992648495,,,,,,,,0.0,0.0,11.493157366198481,11.0,0.2836194563662375,False,False,False,False,False,1.3333333333333333,0.08333333333333341,1.3333333333333333,0.2731835028047795,0.7132836896468892
